일자,거래처,배색번호,품명,색상,호기,투입량,WIDTH,투입량.1,승온속도,평균염색온도,온도표준편차,염색시간(분),냉각속도,Water,투입량.2,온도,width(Inch),RPM,합격량(Y),불량수량,불량률(%)
2024-10-05,(주)신흥,2409-0804-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,918,52.5,918,0.89,90,7.5,41,1.04,424,918,195,52,30,597,0,0
2024-10-05,(주)신흥,2410-0017-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,933,53,933,0.63,100,1.378947368,29,1.27,247,933,195,54,30,615,0,0
2024-10-05,(주)신흥,2410-0019-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1230,53,1230,0.68,100,0.2,29,1.29,265,1230,195,54,30,776,0,0
2024-10-07,(주)삼우무역,2409-0839-0,P/C30 1/3TW,4628 COBALT,RAPID 18호,629,57,629,1.06,130,9.3,21,1.5,400,629,160,57,35,410,17,4
2024-10-07,(주)신흥,2410-0001-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1103,54,1103,0.67,90,0.1,30,1.59,193,1103,195,54,30,736,0,0
2024-10-07,(주)신흥,2410-0016-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,995,53,995,0.797142857,100,1.378947368,24,1.42,215,995,195,54,30,650,0,0
2024-10-07,(주)태경,2409-0845-0,P600 고밀도 OXFORD,N/ORANGE,RAPID 3호,738,58,738,1.23,130,15,25,1.53,342,738,170,54,20,485,0,0
2024-10-07,에이네이션,2409-0827-0,P75 RIB 2W(P75 2WAY RIB STOP),KHAKI,RAPID 12호,550,45,550,1.16,110,0.8,30,1.87,112,550,195,46,35,344,0,0
2024-10-08,(주)신흥,2410-0148-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 4호,1016,52.5,1016,0.91,90,0.3,30,1.35,256,1016,195,52,30,502,0,0
2024-10-08,(주)에스엠글로벌,2410-0029-0,N/NC80 PL 1W 대,R.NAVY,RAPID 6호,831,58,831,1.96,135,0.9,40,1.09,538,831,170,58.5,80,757,0,0
2024-10-08,(주)에스엠글로벌,2410-0030-0,N/NC80 PL 1W 대,A.BEIGE,RAPID 6호,826,58,826,1.05,90,0.4,30,1.04,205,826,170,58.5,80,714,0,0
2024-10-08,(주)영우,2409-0794-0,시가공,9920,RAPID 12호,483,42,483,2.48,110,10.5,22,1.95,142,483,150,55.56266833,25,475,0,0
2024-10-08,(주)텍스컴,2410-0081-0,N/NC60 PL 2WAY,NAVY,RAPID 4호,1209,48,1209,0.67,120,21,19,1.17,256,1209,180,51,50,788,0,0
2024-10-08,(주)티에스텍스타일,2409-0634-0,N70FD인터 PL 2W(6484,BR,RAPID 5호,733,45,733,1.33,66,11.2,20,1.22,320.2,733,195,45,40,432,0,0
2024-10-08,에이네이션,2409-0825-0,P75 RIB 2W(P75 2WAY RIB STOP),BLACK,RAPID 4호,801,45,801,1.577142857,120,8.944444444,14,1.95,201,801,195,47,35,562,0,0
2024-10-09,(주)구주글로벌,2409-0613-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 4호,822,50.5,822,0.64,90,4.45,30,1.42,219,822,180,50,60,758,29,3.7
2024-10-09,(주)신흥,2410-0150-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 6호,867,52.5,867,0.67,90,0.1,29,1.29,236,867,195,52,30,80,0,0
2024-10-09,(주)에스엠글로벌,2409-0707-0,N/NC80 PL 1W 대,GREY,RAPID 5호,531,58,531,1,89,9.4,30,0.63,320.2,531,170,58.5,60,476,28,5.6
2024-10-09,(주)에스엠글로벌,2410-0028-0,N/NC80 PL 1W 대,R.NAVY,RAPID 6호,958,58,958,0.67,90,0.1,30,1.42,216,958,170,58.5,80,856,0,0
2024-10-09,(주)영우,2409-0687-0,P/C.MONO75/50 PL(그린비,5714,RAPID 6호,945,58,945,1.15,120,6.642875263,40,1.52,226,945,170,62,70,665,0,0
2024-10-09,(주)예스텍스타일컨설팅랩,2410-0273-0,N70FD인터 PL 2W대,OLIVE,RAPID 12호,245,54,245,1.11,90,0.2,30,1.13,148,245,180,55,40,105,138,56.8
2024-10-09,(주)티에스텍스타일,2410-0258-0,N/NC50FD PL 2W(TS6796,BEIGE,RAPID 3호,836,49,836,0.975,79,1.5,20,3,430,836,190,49,45,593,0,0
2024-10-09,케이비텍스타일,2409-0843-0,NP/C30 3/3 이중직,#1285,RAPID 3호,664,59,664,0.97,130,4.1,26,1.58,442,664,160,59.5,35,533,0,0
2024-10-09,SK 애드원텍스타,2409-0366-0,P/C20 PLAIN,KHAKI-BROWN,RAPID 18호,1098,58,1098,1.078939618,130,7.9,29,1.47,435,1098,160,61,40,948,0,0
2024-10-09,SK 애드원텍스타,2409-0694-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 18호,1117,58,1117,1.37,130,17.1,28,1.44,436,1117,160,57,40,713,191,21.1
2024-10-10,(주)신흥,2410-0167-0,SF-25(N/C20FD 1/2T,37371-10458,RAPID 18호,668,58,668,1.96,110,1,20,1.48,429,668,160,57,35,622,0,0
2024-10-10,(주)신흥,2410-0205-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1009,53,1009,0.68,100,0.1,29,1.59,202,1009,195,54,30,108,0,0
2024-10-10,(주)신흥,2410-0209-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1102,53,1102,0.66,100,0.1,30,1.42,237,1102,195,54,30,609,0,0
2024-10-10,(주)에스엠글로벌,2410-0153-1,N/NC15/40 1W(K5647,베이지,RAPID 3호,1415,45,1415,0.56,100,4.5,24,1.42,310,1415,195,46,60,1247,30,2.3
2024-10-10,(주)텍스컴,2410-0083-0,N/NC60 PL 2WAY,EK-HL,RAPID 6호,1129,48,1129,0.63,90,11.1,20,1.42,278,1129,180,51,50,624,76,10.9
2024-10-10,(주)티에스텍스타일,2409-0639-1,N50 PLAIN 2W (TS-4260),STEEL,RAPID 5호,1400,51,1400,1.078939618,66,11.2,22,1.28,320.2,1400,180,51,40,906,0,0
2024-10-10,태평직물,2410-0157-0,N210/420 H/TWILL(TB062),ANY BLACK(PD WS),RAPID 18호,300,55.26512739,300,1.15,109,11.2,30,1.29,384,300,160,55.56266833,30,202,0,0
2024-10-11,(주)예스텍스타일컨설팅랩,2410-0273-0,N70FD인터 PL 2W대,OLIVE,RAPID 12호,245,54,245,0.93,100,0.4,30,1.25,93,245,180,55,40,105,138,56.8
2024-10-11,(주)텍스컴,2409-0829-0,N/NC60 MATT 2W(TC-35037-15/7),CG-KJ6,RAPID 6호,931,47,931,1.05,90,0.1,30,1,476,931,180,46.5,40,585,6,1
2024-10-11,(주)텍스컴,2410-0084-0,N/NC60 PL 2WAY,EK-HL,RAPID 6호,951,48,951,0.95,90,0.2,30,1,237,951,180,51,50,613,0,0
2024-10-11,(주)텍스컴,2410-0295-0,N/NC60 PL 2WAY,NAVY,RAPID 4호,1321,48,1321,0.65,100,0.1,29,1.33,273,1321,180,52,50,853,0,0
2024-10-11,(주)한강티앤씨,2409-0768-1,P/NP150 1/2TW (HK-JWSA),16920,RAPID 3호,840,58,840,0.95,54,7.1,31,0.67,458,840,160,57,50,739,0,0
2024-10-11,(주)한강티앤씨,2409-0770-0,P/NP150 1/2TW (HK-JWSA),16920,RAPID 3호,600,58,600,0.95,90,0.4,30,1.09,273,600,160,57,50,507,0,0
2024-10-11,민텍스,2410-0077-0,N40FD PL 1WAY,L/KHAKI,RAPID 12호,280,57,280,0.95,90,0.4,19,1.89,118,280,170,56,45,224,0,0
2024-10-14,(주)구주글로벌,2409-0613-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 4호,822,50.5,822,0.64,59,2.7,16,1.42,210,822,180,50,60,758,29,3.7
2024-10-14,(주)에스엠글로벌,2410-0254-0,N/NC80 PL1W중(K6352,NAVY,RAPID 4호,1351,53,1351,1.73,90,0.7,30,1.7,220,1351,180,53,80,1246,0,0
2024-10-14,(주)영우,2409-0532-0,C/N40/210 2/2T(도토리민트,#2801,RAPID 18호,951,58,951,1.92,90,9.4,31,1.31,431,951,180,57,80,817,30,3.5
2024-10-14,에버텍스,2410-0328-0,P150 TWILL 2W(VSPS-2289),WHITE,RAPID 3호,1212,58,1212,1.8,134,1.2,27,1.817142857,440,1212,200,58.5,30,515,0,0
2024-10-14,SK 애드원텍스타,2408-0820-0,NP/NPC40 PLAIN,L/BLUE-2,RAPID 18호,1204,58,1204,1.33,119,0.9,30,1.84,446,1204,160,57,45,924,0,0
2024-10-15,(주)에스엠글로벌,2409-0198-0,NP/NP7050/7075 ESSE 1W (K-7358),56.네이비,RAPID 5호,1184,52,1184,1.078939618,69,21.5,46,0.82,320.2,1184,195,55,70,993,0,0
2024-10-15,(주)에스엠글로벌,2410-0253-0,N/NC80 PL1W중(K6352,NAVY,RAPID 4호,1347,53,1347,0.67,90,0.3,30,1.59,214,1347,180,54,80,1078,0,0
2024-10-15,(주)영우,2409-0533-0,C/N40/210 2/2T(도토리민트,#2801,RAPID 18호,968,58,968,0.39,40,0.7,55,0.19,479,968,180,57,80,804,0,0
2024-10-15,대우상사,2410-0362-1,N/NP40/50FD PL(4951,#검정,RAPID 18호,1205,57,1205,1.73,120,5.9,26,1.31,418,1205,160,55,55,948,0,0
2024-10-15,에버텍스,2410-0331-0,P150 TWILL 2W(VSPS-2289),WHITE,RAPID 3호,1255,58,1255,2.86,120,5.5,25,1.58,340,1255,200,58.5,30,892,0,0
2024-10-15,에이네이션,2410-0252-0,N30FD PL 2W 대(624-60,HPK,RAPID 12호,361,57,361,0.67,90,0.2,30,1.8,106,361,195,58,40,250,0,0
2024-10-15,SK 애드원텍스타,2410-0303-0,N/CC40FD PL METAL,ASH-BEIGE,RAPID 6호,800,57,800,0.97,100,0.1,30,1,237,800,180,60.5,45,656,14,2.1
2024-10-15,SK 애드원텍스타,2410-0339-0,NP/NPC40 PLAIN,CREAM,RAPID 3호,817,58,817,1.29,120,6.7,26,1.65,311,817,160,57,40,856,0,0
2024-10-16,(주)삼우무역,2410-0260-1,P/C30 1/3TW,6533 BEIGE,RAPID 6호,700,57,700,1.21,130,0.6,40,1.4,278,700,160,56,35,519,0,0
2024-10-16,(주)신흥,2410-0093-0,SF-25(N/C20FD 1/2T,37775-7450,RAPID 12호,422,58,422,0.68,90,0.1,30,1.39,181,422,180,57,45,381,0,0
2024-10-16,(주)에스엠글로벌,2410-0300-0,N/NC80 PL 1W 대,240 CAMEL,RAPID 5호,1328,58,1328,0.9,89,0.6,29,0.9,320.2,1328,170,59,80,730,0,0
2024-10-16,(주)에스엠글로벌,2410-0301-0,N/NC80 PL 1W 대,820 NAVY,RAPID 6호,946,58,946,0.6,90,6.642875263,30,1.08,254,946,170,59,80,725,0,0
2024-10-16,(주)영우,2409-0534-0,C/N40/210 2/2T(도토리민트,#2801,RAPID 18호,1027,58,1027,0.53,41,0.9,49,0.17,499,1027,180,57,80,889,28,3.1
2025-04-22,아이지글로벌텍스,2504-0675-0,NP/C20 PLAIN,NAVY,RAPID 3호,964,58,964,3,80,9,28,1,397,964,160,59,35,902,5,0.6
2024-10-16,(주)티에스텍스타일,2409-0634-0,N70FD인터 PL 2W(6484,BR,RAPID 5호,733,45,733,1.33,89,0.3,30,1.18,320.2,733,195,45,40,432,0,0
2024-10-17,(주)신흥,2408-0504-0,SF-25(N/C20FD 1/2T,37518-9082,RAPID 5호,797,58,797,0.9,89,0.5,29,1.16,320.2,797,180,57,45,669,52,7.2
2024-10-17,(주)앤디아이,2410-0141-0,DA SATIN(0019),K2461 PURPLE,RAPID 12호,196,50,196,1.48,129,0.6,39,2.4,91,196,120,55.56266833,85,150,0,0
2024-10-17,(주)앤디아이,2410-0426-0,NP/P75 PLAIN(CRW,# B/O,RAPID 18호,1147,60,1147,0.21,119,6.7,30,0.82,518,1147,180,59.5,65,1014,0,0
2024-10-17,(주)에스지인터,2410-0412-0,N/C20FD 2/2TW,#1487,RAPID 6호,695,59,695,1.93,135,0.9,41,1.24,423,695,160,58,35,614,10,1.6
2024-10-17,(주)예스텍스타일컨설팅랩,2410-0377-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1408,56,1408,0.73,129,1.1,40,1.68,246,1408,200,55,30,1049,0,0
2024-10-17,(주)예스텍스타일컨설팅랩,2410-0379-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1414,56,1414,0.71,129,1.2,28,1.48,228,1414,200,55,30,1022,0,0
2024-10-17,(주)티에스텍스타일,2410-0258-0,N/NC50FD PL 2W(TS6796,BEIGE,RAPID 6호,836,49,836,1.11,90,3.7,30,1.04,223,836,190,49,45,593,0,0
2024-10-17,(주)티에스텍스타일,2410-0337-0,N70FD인터 PL 2W(6484,LIGHT GREY,RAPID 18호,1400,45,1400,1.67,120,8.9,32,1.42,479,1400,195,45.5,40,985,0,0
2024-10-17,대우상사,2410-0468-1,N/NP40/50FD PL(4951,#47,RAPID 3호,1211,57,1211,1.42,120,2.6,11,1.5,313,1211,160,55.5,55,968,13,1.3
2024-10-17,SK 애드원텍스타,2409-0694-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1117,58,1117,1.1,120,0.3,40,1.81,323,1117,160,57,40,713,191,21.1
2024-10-17,SK 애드원텍스타,2410-0303-0,N/CC40FD PL METAL,ASH-BEIGE,RAPID 6호,800,57,800,0.5,90,0.1,52,1.05,237,800,180,60.5,45,656,14,2.1
2024-10-18,(주)앤디아이,2410-0620-0,N50 TWILL 2WAY,#579 NAVY,RAPID 5호,1428,44,1428,0.19,99,0.3,30,2.38,320.2,1428,195,46,40,997,0,0
2024-10-18,(주)앤디아이,2410-0621-0,N50 TWILL 2WAY,#579 NAVY,RAPID 5호,1485,44,1485,1.17,108,1.1,30,1.75,320.2,1485,195,46,40,1068,0,0
2024-10-18,(주)에스엠글로벌,2410-0300-0,N/NC80 PL 1W 대,240 CAMEL,RAPID 6호,1328,58,1328,1,90,0.4,30,0.9,289,1328,170,59,80,730,0,0
2024-10-18,(주)에스지인터,2410-0413-0,N/C20FD 2/2TW,#1487,RAPID 6호,722,59,722,1,90,0.9,30,1,257,722,160,58,35,639,0,0
2024-10-18,(주)예스텍스타일컨설팅랩,2410-0438-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1358,56,1358,0.71,129,1.1,40,1.68,237,1358,200,54.5,30,1015,0,0
2024-10-18,(주)티에스텍스타일,2410-0337-0,N70FD인터 PL 2W(6484,LIGHT GREY,RAPID 18호,1400,45,1400,0.93,90,6.1,28,1.45,431,1400,195,45.5,40,985,0,0
2024-10-18,K.J CORPORATION,2410-0365-0,KJPS-2551(P160 DOBBY 2W,GRAY VIOLET,RAPID 3호,1236,60,1236,1.46,90,13.9,38,1.55,330,1236,200,59.5,25,807,0,0
2024-10-18,SK 애드원텍스타,2409-0366-0,P/C20 PLAIN,KHAKI-BROWN,RAPID 5호,1098,58,1098,1.12,119,0.3,40,1.68,320.2,1098,160,61,40,948,0,0
2024-10-18,SK 애드원텍스타,2410-0304-0,N/CC40FD PL METAL,CHARCOAL,RAPID 6호,786,57,786,0.9,90,0.2,30,1,216,786,180,60.5,40,672,0,0
2024-10-21,(주)구주글로벌,2410-0487-0,KCSP-3740(C/N30 BROKEN TW 1W),TOTAL ECLIPSE,RAPID 18호,741,50.5,741,1,90,0.6,30,1,345,741,195,51,50,649,0,0
2024-10-21,(주)앤디아이,2410-0591-0,NP/P75 PLAIN(CRW,# B/O,RAPID 5호,1350,60,1350,1.88,44,5.2,11,1.132222222,320.2,1350,180,60,65,1180,0,0
2024-10-21,(주)에스엠글로벌,2409-0707-0,N/NC80 PL 1W 대,GREY,RAPID 6호,531,58,531,0.85,90,0.3,15,1.48,205,531,170,58.5,60,476,28,5.6
2024-10-21,(주)예스텍스타일컨설팅랩,2410-0418-0,P5030 CD TWLL 1W (YS6248R-22),MPS789,RAPID 18호,1219,57,1219,1.09,120,14.4,29,1.37,427,1219,200,58,40,1064,0,0
2024-10-21,(주)예스텍스타일컨설팅랩,2410-0435-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1389,56,1389,0.75,129,1.1,39,1.79,228,1389,200,54.5,30,1037,0,0
2024-10-21,(주)예스텍스타일컨설팅랩,2410-0449-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1436,56,1436,0.73,129,1,39,1.63,228,1436,200,54.5,30,1069,0,0
2024-10-21,(주)티에스텍스타일,2410-0239-2,N70FD인터 PL 2W(6484,GREY,RAPID 18호,1300,45,1300,0.88,90,7.3,20,1.31,392,1300,195,45.5,40,359,0,0
2024-10-21,비전이노텍스,2409-0657-0,N70/160FD PL 경사1W(VSNS-3694),ACZ,RAPID 5호,1413,58.5,1413,1.6,118,1.3,30,1.41,320.2,1413,180,55,30,677,0,0
2024-10-22,(주)신흥,2410-0566-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 18호,729,52.5,729,0.63,90,6,28,1.04,409,729,195,52,30,471,0,0
2024-10-22,(주)신흥,2410-0567-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 12호,317,52.5,317,0.5,79,9.8,19,0.63,106,317,195,52,30,207,0,0
2024-10-22,(주)예스텍스타일컨설팅랩,2410-0448-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1397,56,1397,0.63,129,1.1,40,1.4,260,1397,200,55,30,1554,0,0
2024-10-22,(주)예스텍스타일컨설팅랩,2410-0450-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1387,56,1387,1.15,129,0.5,39,2,228,1387,200,54.5,30,1008,0,0
2024-10-22,(주)텍스컴,2410-0504-1,N/NC60 PL 2WAY,DN-MN,RAPID 18호,1312,48,1312,0.63,90,8.7,31,1.33,526,1312,180,52,50,876,0,0
2024-10-22,(주)티에스텍스타일,2410-0336-0,N70FD인터 PL 2W(6484,LIGHT BLUE,RAPID 18호,735,45,735,0.71,100,7.7,30,1.5,544,735,195,45.5,40,494,0,0
2024-10-22,(주)티에스텍스타일,2410-0445-0,N/NHC30FD 1/2 1W2102,LB,RAPID 6호,1217,47,1217,2.08,90,7.7,20,1.42,226,1217,185,52,80,1068,0,0
2024-10-22,(주)티에스텍스타일,2410-0446-0,N/NHC30FD 1/2 1W2102,LB,RAPID 6호,1186,47,1186,1.05,90,0.1,34,1,257,1186,185,52,80,1055,0,0
2024-10-22,SK 애드원텍스타,2409-0354-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1207,58,1207,0.98,120,7.6,28,1.81,341,1207,160,57,40,940,26,2.7
2024-10-23,(주)신흥,2410-0680-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,843,53,843,1.25,130,0.5,19,1.81,234,843,195,54,30,110,0,0
2024-10-23,(주)에스엠글로벌,2409-0481-0,N70FD SLR TWILL 1W(K-7186),BEIGE,RAPID 5호,1043,54,1043,0.93,99,0.6,30,1.84,320.2,1043,180,68,80,842,0,0
2024-10-23,(주)에스엠글로벌,2409-0745-0,N/70FD SLR 1W(K-7186-2),H.(KHAKI),RAPID 5호,1202,51,1202,1,89,0.4,30,1.12,320.2,1202,180,64,85,997,0,0
2024-10-23,(주)예스텍스타일컨설팅랩,2410-0379-0,P75 1/2T 2W대(6247R,MPS144,RAPID 4호,1414,56,1414,2.26,120,0.9,19,1.68,210,1414,200,55,30,1022,0,0
2024-10-23,케이엠씨(KMC)텍스,2410-0411-0,N/C60FD PLAIN,#731 GHIACCIOLO,RAPID 12호,230,58,230,0.88,90,0.2,30,1.8,125,230,180,59.5,50,200,13,6.1
2024-10-24,(주)베코인터내쇼날,2410-0144-0,NP/N120/70 1/2 DOBBY (BNP-005),61,RAPID 12호,208,52,208,0.71,90,9.3,24,1.22,128,208,160,50.5,35,164,0,0
2024-10-24,(주)신흥,2410-0681-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,884,53,884,0.7,100,1.378947368,30,1.53,220,884,195,54,30,429,0,0
2024-10-24,(주)신흥,2410-0682-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,974,53,974,0.62,100,0.1,30,1.5,256,974,195,54,30,645,0,0
2024-10-24,(주)신흥,2410-0755-0,SF-25(N/C20FD 1/2T,37518-8623,RAPID 5호,744,58,744,1.19,89,0.6,15,1.32,320.2,744,180,57,45,813,0,0
2024-10-24,(주)에스엘지,2410-0577-0,N/C40FD PL 1W,LGR,RAPID 5호,1095,45,1095,0.95,89,0.4,14,1.04,320.2,1095,190,46,80,955,16,1.6
2024-10-24,(주)에스엠글로벌,2410-0417-0,N/NC80 PL 1W 대,BLUE,RAPID 6호,1360,58,1360,0.93,100,0.4,30,1,236,1360,170,59,80,586,0,0
2024-10-24,(주)텍스랜드앤넥스코,2410-0537-0,NP.KEVLAR 30(#7183),B/GREY,RAPID 4호,600,59,600,0.07,100,0.3,30,1.47,247,600,170,56,30,488,0,0
2024-10-24,(주)텍스컴,2410-0506-0,N/NC60 PL 2WAY,K/BEIGE,RAPID 6호,872,48,872,1.05,90,6.642875263,30,1.08,223,872,180,52,50,571,0,0
2024-10-24,삼에프인터내셔널,2410-0519-0,P75 PLAIN(TS7577,TBE,RAPID 18호,963,57,963,1.13,129,5.3,25,1.41,370,963,160,52,45,817,0,0
2024-10-24,삼에프인터내셔널,2410-0520-0,P75 PLAIN(TS7577,TBE,RAPID 18호,1200,57,1200,1.27,129,6.8,27,1.7,431,1200,160,52,45,1016,0,0
2024-10-24,에이네이션,2410-0250-0,N30FD PL 2W 대(624-60,YGN,RAPID 12호,350,57,350,1.05,90,0.1,30,1.25,106,350,195,58,35,214,8,3.6
2024-10-24,SK 애드원텍스타,2410-0532-0,N/C40FD 34F 변형DOBBY(3742),KH-GYX,RAPID 6호,1163,57,1163,0.97,100,0.4,30,1.03,258,1163,180,58,50,842,0,0
2024-10-25,(주)구주글로벌,2410-0545-0,KCSP-2153(C/N20PL 1W,ERMINE,RAPID 18호,1201,54,1201,0.68,100,0.4,30,1.45,461,1201,195,55,85,945,136,12.6
2024-10-25,(주)에스엘지,2410-0576-0,N/C40FD PL 1W,LGR,RAPID 5호,1145,45,1145,0.94,89,0.5,30,1.17,320.2,1145,190,46,80,804,39,4.6
2024-10-25,(주)에스엠글로벌,2410-0416-0,N/NC80 PL 1W 대,BLUE,RAPID 6호,1364,58,1364,0.68,90,4.2,30,1.42,215,1364,170,59,80,1229,0,0
2024-10-25,(주)태경,2410-0596-0,P600 고밀도 OXFORD,N/ORANGE,RAPID 3호,626,58,626,1.23,120,8.7,30,1.61,335,626,170,56,20,529,0,0
2024-10-25,에버텍스,2410-0719-0,P150 TWILL 2W(VSPS-2289),WHITE,RAPID 3호,1173,58,1173,1.28,120,0.5,35,1.817142857,321,1173,200,58,30,859,5,0.6
2024-10-25,K.J CORPORATION,2410-0522-0,KTM-98(P75/150 SATIN,PISTACHIO,RAPID 12호,238,58,238,1.5,130,0.8,39,2.24,131,238,160,56,40,174,0,0
2024-10-28,(주)구주글로벌,2410-0546-0,KCSP-2153(C/N20PL 1W,ERMINE,RAPID 18호,1202,54,1202,1.6,100,9.7,54,1,606,1202,195,55,85,1092,48,4.2
2024-10-28,(주)신흥,2410-0723-1,SF-25(N/C20FD 1/2T,37899-1780,RAPID 6호,960,58,960,0.95,90,0.3,14,0.24,266,960,180,57.5,45,746,0,0
2024-10-28,(주)에스엘지,2410-0579-0,N/C40FD PL 1W,BEI,RAPID 5호,1161,45,1161,0.95,89,0.5,30,1.17,320.2,1161,190,46,80,988,0,0
2024-10-28,(주)영텍스타일,2410-0812-0,N70.REC DOBBY 2W (BIOFLEX LAB107AW RE,SKY GREY,RAPID 6호,727,51,727,1.078939618,90,6.642875263,15,1.55,267,727,180,52,40,648,33,4.8
2024-10-28,(주)예스텍스타일컨설팅랩,2410-0805-0,N70FD인터 PL 2W대,OLIVE,RAPID 12호,340,54,340,0.67,90,0.3,30,1.8,112,340,195,55,40,250,0,0
2024-10-28,(주)예스텍스타일컨설팅랩,2410-0822-0,P75 1/2T 2W대(6247R,MPS143,RAPID 4호,1347,56,1347,0.83,110,0.3,30,1.8,273,1347,200,55,30,982,0,0
2024-10-28,(주)태경,2410-0597-0,P600 고밀도 OXFORD,N/ORANGE,RAPID 3호,440,58,440,1.25,130,13.2,43,1.58,427,440,170,56,20,367,8,2.1
2024-10-28,(주)티에스텍스타일,2410-0687-0,N/NHC30FD 1/2 1W2102,LB,RAPID 6호,1205,47,1205,1.05,90,0.2,30,1.28,314,1205,185,52,80,1053,0,0
2024-10-29,(주)선아섬유,2410-0796-0,P75 SLR 2WAY,O/WHITE,RAPID 18호,900,45,900,0.99,119,1.2,31,1.21,474,900,200,45,30,608,0,0
2024-10-29,(주)신흥,2410-0755-0,SF-25(N/C20FD 1/2T,37518-8623,RAPID 5호,744,58,744,1.19,59,0.6,14,0.41,320.2,744,180,57,45,813,0,0
2024-10-29,(주)신흥,2410-0876-0,SF-25(N/C20FD 1/2T,37103-1898,RAPID 5호,512,58,512,1.25,104,0.5,30,1.24,320.2,512,180,57.5,45,629,0,0
2024-10-29,(주)앤디아이,2410-0819-0,NP/P75 PLAIN(CRW,# B/O,RAPID 18호,900,60,900,1.09,119,7,22,1.12,536,900,180,60,65,780,0,0
2024-10-29,(주)예스텍스타일컨설팅랩,2409-0249-0,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 3호,1220,58,1220,1,90,5.1,24,1.22,290,1220,200,58,40,1005,7,0.7
2024-10-29,(주)티에스텍스타일,2410-0685-0,N/NHC30FD 1/2 1W2102,LB,RAPID 6호,1103,47,1103,1.11,90,0.2,30,0.9,288,1103,185,52,80,923,0,0
2024-10-29,(주)티에스텍스타일,2410-0686-0,N/NHC30FD 1/2 1W2102,LB,RAPID 6호,1125,47,1125,1.05,90,0.2,30,1,267,1125,185,52,80,1004,25,2.4
2024-10-29,민텍스,2410-0617-0,시가공,KHAKI,RAPID 12호,217,56,217,1.04,99,1.9,25,3.33,125,217,160,46,45,158,0,0
2024-10-29,창희텍스,2410-0609-0,C/N30/2FD PLAIN,NAVY,RAPID 12호,190,56,190,4,100,0.2,30,1.69,209,190,180,59,40,170,0,0
2024-10-29,SK 애드원텍스타,2410-0853-0,NP/NPC40 PLAIN,CREAM,RAPID 12호,444,58,444,2.16,129,12.7,20,1.69,208,444,160,57,45,360,0,0
2024-10-30,(주)선아섬유,2410-0797-0,P75 SLR 2WAY,O/WHITE,RAPID 18호,900,45,900,2.17,119,9.7,30,1.81,608,900,200,45,30,628,0,0
2024-10-30,(주)선아섬유,2410-0803-0,N30FD PL 2W(624,L/GREY,RAPID 18호,797,45,797,1.33,120,5.4,26,2.06,373,797,195,45,40,558,0,0
2024-10-30,(주)선아섬유,2410-0804-0,N30FD PL 2W(624,N/GREEN,RAPID 12호,441,45,441,1.1,90,5.7,48,1.33,125,441,195,45,40,317,0,0
2024-10-30,(주)영우,2410-0751-0,C/N40 1/3T(밤민트,2250,RAPID 6호,612,56,612,0.06,90,6.642875263,30,1.04,281,612,180,57,80,513,17,3.2
2024-10-30,(주)티에스텍스타일,2410-0691-0,N/NHC30FD 1/2 1W2102,DL,RAPID 6호,1113,47,1113,1.06,90,0.1,30,1,271,1113,185,52,80,957,0,0
2024-10-31,(주)구주글로벌,2410-0749-0,KCSP-2153(C/N20PL 1W,BUNGEECORD,RAPID 6호,1102,54,1102,0.89,90,1,50,1,392,1102,195,55,85,971,0,0
2024-10-31,(주)구주글로벌,2410-0750-0,KCSP-2153(C/N20PL 1W,BUNGEECORD,RAPID 6호,1154,54,1154,0.66,100,0.2,30,1,351,1154,195,55,85,1023,14,1.4
